floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,1,2.0,2.18,2.0,2.18,20.01,0,4,0
1.0,1,2.0,1.77,4.0,3.95,20.82,7,2,3
2.0,1,2.04,1.78,6.04,5.73,21.47,9,2,3
3.0,1,2.08,1.69,8.12,7.42,22.13,9,3,3
4.0,1,2.12,1.91,10.24,9.33,22.75,5,2,2
5.0,1,2.16,2.0,12.4,11.33,23.45,4,4,1
6.0,1,2.2,2.17,14.6,13.5,24.18,7,3,3
7.0,1,2.24,2.29,16.84,15.79,24.97,6,2,3
8.0,1,2.28,2.77,19.12,18.56,25.8,8,2,3
9.0,1,2.32,2.68,21.44,21.24,26.81,6,4,3
10.0,1,2.36,2.52,23.8,23.76,27.78,6,3,3
11.0,1,2.4,2.5,26.2,26.26,28.69,10,2,3
12.0,1,2.44,2.75,28.64,29.01,29.59,6,4,1
13.0,1,2.48,2.65,31.12,31.66,30.57,9,2,3
14.0,1,2.52,2.66,33.64,34.32,31.52,6,2,2
15.0,1,2.56,2.91,36.2,37.23,32.47,7,2,3
16.0,1,2.6,3.04,38.8,40.27,33.5,10,3,3
17.0,1,2.64,2.19,41.44,42.46,34.58,9,4,2
18.0,1,2.68,2.98,44.12,45.44,35.35,5,4,2
19.0,1,2.72,3.04,46.84,48.48,36.4,6,4,3
20.0,1,2.76,2.35,49.6,50.83,37.46,8,4,3
21.0,1,2.8,2.78,52.4,53.61,38.28,6,4,1
22.0,1,2.84,2.56,55.24,56.17,39.25,7,2,3
23.0,1,2.88,2.89,58.12,59.06,40.14,5,3,2
24.0,1,2.92,2.5,61.04,61.56,41.14,6,3,3
25.0,1,2.96,3.03,64.0,64.59,42.0,2,2,1
26.0,1,3.0,3.14,67.0,67.73,43.04,8,4,3
27.0,1,3.0,2.6,70.0,70.33,44.12,9,4,3
28.0,1,3.0,3.42,73.0,73.75,45.01,4,3,3
29.0,1,3.0,2.96,76.0,76.71,46.17,7,3,3
30.0,1,3.0,3.06,79.0,79.77,47.17,5,3,1
31.0,1,3.0,3.39,82.0,83.16,48.21,5,3,2
32.0,1,3.0,2.56,85.0,85.72,49.35,11,2,3
33.0,1,3.0,2.79,88.0,88.51,50.2,6,3,3
34.0,1,3.0,3.34,91.0,91.85,51.14,6,2,3
35.0,1,3.0,2.92,94.0,94.77,52.25,7,3,1
36.0,1,3.0,2.61,97.0,97.38,53.22,4,4,3
37.0,1,3.0,3.21,100.0,100.59,54.08,10,3,3
38.0,1,3.0,3.44,103.0,104.03,55.14,6,3,1
39.0,1,3.0,3.32,106.0,107.35,56.27,5,4,3
40.0,1,3.0,3.22,109.0,110.57,57.35,5,3,3
41.0,1,3.0,3.08,112.0,113.65,58.4,8,2,2
42.0,1,3.0,3.13,115.0,116.78,59.4,6,4,1
43.0,1,3.0,3.5,118.0,120.28,60.41,8,2,1
44.0,1,3.0,3.01,121.0,123.29,61.54,5,2,2
45.0,1,3.0,3.41,124.0,126.7,62.51,3,2,1
46.0,1,3.0,3.07,127.0,129.77,63.6,7,3,3
47.0,1,3.0,3.2,130.0,132.97,64.57,4,3,2
48.0,1,3.0,3.09,133.0,136.06,65.59,10,4,2
49.0,1,3.0,2.66,136.0,138.72,66.56,6,4,2
50.0,1,3.0,2.57,139.0,141.29,67.4,6,2,2
51.0,1,3.0,2.57,142.0,143.86,68.21,2,4,0
52.0,1,3.0,3.31,145.0,147.17,69.01,3,4,0
53.0,1,3.0,2.72,148.0,149.89,70.05,4,4,2
54.0,1,3.0,3.42,151.0,153.31,70.89,6,4,3
55.0,1,3.0,3.08,154.0,156.39,71.95,5,3,3
56.0,1,3.0,2.84,157.0,159.23,72.9,8,4,3
57.0,1,3.0,2.69,160.0,161.92,73.77,3,2,2
58.0,1,3.0,2.53,163.0,164.45,74.6,5,4,3
59.0,1,3.0,3.28,166.0,167.73,75.37,4,2,1
60.0,1,3.0,2.65,169.0,170.38,76.37,5,3,3
61.0,1,3.0,2.54,172.0,172.92,77.17,3,4,1
62.0,1,3.0,2.7,175.0,175.62,77.94,9,2,3
63.0,1,3.0,2.82,178.0,178.44,78.76,4,4,2
64.0,1,3.0,3.11,181.0,181.55,79.6,4,4,3
65.0,1,3.0,2.58,184.0,184.13,80.53,6,2,3
66.0,1,3.0,3.31,187.0,187.44,81.3,8,4,3
67.0,1,3.0,3.39,190.0,190.83,82.29,8,3,3
68.0,1,3.0,3.02,193.0,193.85,83.29,8,4,3
69.0,1,3.0,3.17,196.0,197.02,84.18,5,3,2
70.0,1,3.0,2.7,199.0,199.72,85.12,5,2,2
71.0,1,3.0,3.26,202.0,202.98,85.91,9,4,1
72.0,1,3.0,2.93,205.0,205.91,86.86,4,4,3
73.0,1,3.0,2.7,208.0,208.61,87.71,6,3,3
74.0,1,3.0,2.83,211.0,211.44,88.5,4,2,2
75.0,1,3.0,2.69,214.0,214.13,89.31,4,2,3
76.0,1,3.0,3.41,217.0,217.54,90.09,8,2,3
77.0,1,3.0,3.4,220.0,220.94,91.07,7,3,2
78.0,1,3.0,3.43,223.0,224.37,92.04,6,4,3
79.0,1,3.0,3.25,226.0,227.62,93.02,6,2,3
80.0,1,3.0,2.83,229.0,230.45,93.94,6,2,3
81.0,1,3.0,3.23,232.0,233.68,94.74,6,3,3
82.0,1,3.0,3.16,235.0,236.84,95.65,6,2,3
83.0,1,3.0,2.71,238.0,239.55,96.53,10,3,3
84.0,1,3.0,2.94,241.0,242.49,97.29,7,3,3
85.0,1,3.0,2.82,244.0,245.31,98.11,4,3,2
86.0,1,3.0,2.87,247.0,248.18,98.89,7,4,2
87.0,1,3.0,2.96,250.0,251.14,99.69,8,3,3
88.0,1,3.0,2.93,253.0,254.07,100.51,8,2,3
89.0,1,3.0,3.1,256.0,257.17,101.31,6,3,3
90.0,1,3.0,3.29,259.0,260.46,102.16,4,3,2
91.0,1,3.0,2.52,262.0,262.98,103.06,7,2,3
92.0,1,3.0,2.94,265.0,265.92,103.74,12,4,3
93.0,1,3.0,2.95,268.0,268.87,104.54,7,4,3
94.0,1,3.0,2.7,271.0,271.57,105.34,4,3,3
95.0,1,3.0,2.64,274.0,274.21,106.06,4,2,3
96.0,1,3.0,3.43,277.0,277.64,106.77,6,3,3
97.0,1,3.0,2.9,280.0,280.54,107.69,8,2,3
98.0,1,3.0,2.58,283.0,283.12,108.46,7,4,0
99.0,1,3.0,2.8,286.0,285.92,109.15,8,4,3
100.0,1,3.0,2.51,289.0,288.43,109.89,6,3,3
101.0,1,3.0,3.02,292.0,291.45,110.55,10,2,3
102.0,1,3.0,2.55,295.0,294.0,111.34,2,2,2
103.0,1,3.0,2.97,298.0,296.97,112.01,8,2,3
104.0,1,3.0,3.21,301.0,300.18,112.79,8,2,2
105.0,1,3.0,3.27,304.0,303.45,113.63,5,4,3
106.0,1,3.0,3.27,307.0,306.72,114.47,6,3,3
107.0,1,3.0,2.94,310.0,309.66,115.32,4,4,3
108.0,1,3.0,3.06,313.0,312.72,116.08,7,3,3
109.0,1,3.0,2.8,316.0,315.52,116.86,8,4,3
110.0,1,3.0,3.02,319.0,318.54,117.58,6,3,3
111.0,1,3.0,3.46,322.0,322.0,118.35,11,4,3
112.0,1,3.0,2.54,325.0,324.54,119.22,8,2,3
113.0,1,3.0,2.53,328.0,327.07,119.87,7,2,3
114.0,1,3.0,2.74,331.0,329.81,120.5,4,2,2
115.0,1,3.0,3.01,334.0,332.82,121.19,9,3,3
116.0,1,3.0,2.8,337.0,335.62,121.95,4,2,2
117.0,1,3.0,2.76,340.0,338.38,122.65,5,3,3
118.0,1,3.0,2.86,343.0,341.24,123.33,4,2,1
119.0,1,3.0,2.66,346.0,343.9,124.04,2,4,0
120.0,1,3.0,3.2,349.0,347.1,124.7,5,3,3
